Region,Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Voluntary Assisted Dying,Offences Against the Person,Unlawful Entry,Unlawful Entry With Intent - Dwelling,Unlawful Entry Without Violence - Dwelling,Unlawful Entry With Violence - Dwelling,Unlawful Entry With Intent - Shop,Unlawful Entry With Intent - Other,Arson,Other Property Damage,Unlawful Use of Motor Vehicle,Other Theft (excl. Unlawful Entry),Stealing from Dwellings,Shop Stealing,Vehicles (steal from/enter with intent),Other Stealing,Fraud,Fraud by Computer,Fraud by Cheque,Fraud by Credit Card,Identity Fraud,Other Fraud,Handling Stolen Goods,Possess Property Suspected Stolen,Receiving Stolen Property,Possess etc. Tainted Property,Other Handling Stolen Goods,Offences Against Property,Drug Offences,Trafficking Drugs,Possess Drugs,Produce Drugs,Sell Supply Drugs,Other Drug Offences,Prostitution Offences,Found in Places Used for Purpose of Prostitution Offences,Have Interest in Premises Used for Prostitution Offences,Knowingly Participate in Provision Prostitution Offences,Public Soliciting,Procuring Prostitution,Permit Minor to be at a Place Used for Prostitution Offences,Advertising Prostitution,Other Prostitution Offences,Liquor (excl. Drunkenness),Gaming Racing & Betting Offences,Breach Domestic Violence Protection Order,Trespassing and Vagrancy,Weapons Act Offences,Unlawful Possess Concealable Firearm,Unlawful Possess Firearm - Other,Bomb Possess and/or use of,Possess and/or use other weapons; restricted items,Weapons Act Offences - Other,Good Order Offences,Disobey Move-on Direction,Resist Incite Hinder Obstruct Police,Fare Evasion,Public Nuisance,Stock Related Offences,Traffic and Related Offences,Dangerous Operation of a Vehicle,Drink Driving,Disqualified Driving,Interfere with Mechanism of Motor Vehicle,Miscellaneous Offences,Other Offences,Total
Northern,Dec-08,Juvenile,Female,0,0,0,0,0,0,0,14,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10,10,0,0,0,1,6,5,14,1,11,1,1,0,0,0,0,0,0,2,1,1,0,0,38,10,0,4,0,1,5,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,18,0,6,0,12,0,5,0,5,0,0,1,38,263
Northern,Dec-08,Juvenile,Male,0,0,0,0,0,0,0,23,0,14,2,7,2,0,2,0,0,0,0,0,0,0,0,0,25,45,12,12,0,0,33,0,19,13,43,2,14,18,9,0,0,0,0,0,0,10,6,1,3,0,130,16,0,7,0,0,9,0,0,0,0,0,0,0,0,0,5,0,1,6,3,0,0,0,3,0,28,0,11,1,16,0,9,2,7,0,0,0,68,637
Northern,Dec-08,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jan-09,Adult,Female,0,0,0,0,0,0,0,34,1,9,5,19,2,0,2,1,1,0,4,0,0,0,4,0,41,3,3,3,0,0,0,0,6,0,13,2,10,0,1,10,1,0,5,0,4,0,0,0,0,0,32,37,1,17,1,2,16,0,0,0,0,0,0,0,0,0,89,0,15,20,1,0,0,0,1,0,108,0,37,1,70,0,64,1,53,10,0,0,334,1094
Northern,Jan-09,Adult,Male,0,3,3,0,0,0,0,71,6,30,6,29,5,2,3,9,6,3,11,2,0,0,9,0,99,43,22,20,2,8,13,0,38,12,55,2,19,15,19,13,1,1,0,0,11,9,2,3,3,1,170,126,1,56,4,3,62,0,0,0,0,0,0,0,0,0,256,0,84,54,10,1,2,0,4,3,332,11,113,3,205,0,263,14,197,52,0,6,1131,3772
Northern,Jan-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jan-09,Juvenile,Female,0,0,0,0,0,0,0,9,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,13,1,11,1,0,1,0,0,0,0,1,1,0,0,1,0,19,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,12,1,2,0,9,0,1,0,1,0,0,1,21,137
Northern,Jan-09,Juvenile,Male,0,0,0,0,0,0,0,12,0,8,1,3,4,0,4,1,1,0,3,1,0,0,2,0,20,36,9,9,0,4,23,0,22,7,34,0,9,12,13,0,0,0,0,0,0,4,2,1,1,0,103,12,0,8,0,0,4,0,0,0,0,0,0,0,0,0,12,0,2,9,2,0,0,0,2,0,43,0,17,5,21,0,13,1,12,0,0,1,94,607
Northern,Jan-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Feb-09,Adult,Female,0,0,0,0,0,0,0,30,6,11,5,8,0,0,0,0,0,0,4,0,0,0,4,0,34,2,2,2,0,0,0,0,13,1,21,2,13,0,6,6,0,0,1,1,4,1,1,0,0,0,44,27,0,9,0,2,16,0,0,0,0,0,0,0,0,0,40,0,7,9,2,0,0,0,2,0,99,2,31,2,64,0,40,0,32,8,0,1,225,840
Northern,Feb-09,Adult,Male,0,1,0,0,1,0,0,86,9,37,6,34,8,1,7,3,2,1,6,0,0,2,4,0,104,58,20,19,1,9,29,1,29,15,39,2,11,12,14,8,0,0,0,0,8,6,1,1,4,0,156,80,1,40,1,5,33,0,0,0,0,0,0,0,0,0,144,0,63,30,18,0,2,0,13,3,317,10,107,5,195,0,215,4,177,34,0,10,877,3139
Northern,Feb-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Feb-09,Juvenile,Female,0,0,0,0,0,0,0,13,0,8,1,4,1,0,1,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,5,0,5,0,22,0,19,0,3,0,0,0,0,0,0,1,0,1,0,0,33,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,6,0,7,0,1,0,1,0,0,0,19,191
Northern,Feb-09,Juvenile,Male,0,0,0,0,0,0,0,19,1,5,3,10,4,0,4,1,0,1,2,0,0,1,1,0,26,87,21,21,0,12,54,0,15,23,40,3,5,17,15,0,0,0,0,0,0,4,0,3,1,0,169,9,0,3,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,2,1,29,0,11,0,18,0,7,1,6,0,0,2,61,738
Northern,Feb-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Mar-09,Adult,Female,0,0,0,0,0,0,0,34,5,16,5,8,0,0,0,0,0,0,6,0,0,0,6,0,40,0,0,0,0,0,0,0,10,0,32,3,22,0,7,12,0,1,1,0,10,6,1,1,4,0,60,51,1,20,0,4,26,0,0,0,0,0,0,0,0,0,94,0,11,8,4,0,1,0,2,1,121,0,27,2,92,1,46,0,39,7,0,0,336,1184
Northern,Mar-09,Adult,Male,0,2,2,0,0,0,0,76,6,37,9,24,11,4,7,2,1,1,13,0,0,2,11,0,104,67,13,12,1,11,43,1,31,9,55,3,23,7,22,17,1,1,3,0,12,9,1,3,5,0,189,122,0,50,4,4,64,0,0,0,0,0,0,0,0,0,248,0,74,11,15,1,5,0,6,3,347,11,85,5,246,8,208,9,165,34,0,10,1043,3629
Northern,Mar-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Mar-09,Juvenile,Female,0,0,0,0,0,0,0,10,0,7,0,3,0,0,0,1,0,1,0,0,0,0,0,0,11,2,1,0,1,0,1,0,4,2,18,0,16,0,2,0,0,0,0,0,0,2,0,2,0,0,28,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,14,0,4,0,10,0,2,0,2,0,0,0,22,174
Northern,Mar-09,Juvenile,Male,0,0,0,0,0,0,0,15,0,4,4,7,2,2,0,1,0,1,1,1,0,0,0,0,19,31,5,5,0,5,21,0,18,8,44,1,13,22,8,1,0,0,0,0,1,3,2,0,1,0,105,14,0,8,1,0,5,0,0,0,0,0,0,0,0,0,9,0,0,10,11,0,1,0,10,0,28,1,12,0,15,0,4,0,4,0,0,0,76,560
Northern,Mar-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Apr-09,Adult,Female,0,0,0,0,0,0,0,25,4,6,3,12,0,0,0,1,1,0,1,0,0,0,1,0,27,5,4,3,1,1,0,0,10,2,28,0,25,0,3,12,0,0,3,0,9,0,0,0,0,0,57,30,0,13,1,0,16,0,0,0,0,0,0,0,0,0,60,0,13,5,7,0,1,0,5,1,96,0,29,0,67,2,49,0,46,3,0,1,263,952
Northern,Apr-09,Adult,Male,0,1,1,0,0,0,0,67,10,25,9,23,12,4,8,4,0,4,12,0,0,2,10,0,96,39,25,23,2,2,12,3,26,16,84,7,18,40,19,26,0,2,9,1,14,11,2,1,8,0,205,128,0,58,6,2,62,1,0,0,0,0,1,0,0,0,143,0,51,12,14,0,3,0,8,3,315,2,98,1,214,5,242,10,192,40,0,5,916,3415
Northern,Apr-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Apr-09,Juvenile,Female,0,0,0,0,0,0,0,9,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,1,0,0,2,0,2,5,32,0,24,3,5,1,0,0,0,0,1,0,0,0,0,0,43,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,11,0,3,0,8,0,2,0,2,0,0,0,23,214
Northern,Apr-09,Juvenile,Male,0,0,0,0,0,0,0,14,1,7,1,5,2,1,1,1,1,0,1,0,0,0,1,0,18,35,13,13,0,3,19,0,18,8,44,1,14,16,13,2,0,0,0,1,1,7,4,3,0,0,114,19,0,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,9,3,2,0,1,0,1,0,24,0,10,0,14,0,7,0,7,0,0,0,67,569
Northern,Apr-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,May-09,Adult,Female,0,0,0,0,0,0,0,25,6,5,4,10,0,0,0,1,1,0,4,0,0,0,4,0,30,1,1,1,0,0,0,0,9,1,43,2,32,1,8,11,1,3,2,0,5,0,0,0,0,0,65,56,0,27,1,3,25,0,0,0,0,0,0,0,0,0,67,0,9,17,1,0,0,0,1,0,78,2,22,1,53,0,66,0,55,11,0,0,294,1065
Northern,May-09,Adult,Male,0,0,0,0,0,0,0,70,6,24,6,34,19,10,9,7,1,6,7,1,0,0,6,0,103,17,10,10,0,4,3,2,19,14,54,2,23,9,20,12,3,1,0,2,6,5,1,2,2,0,123,177,0,92,8,2,75,0,0,0,0,0,0,0,0,0,137,0,74,38,13,0,0,0,9,4,331,8,82,3,238,5,247,7,192,48,0,5,1027,3475
Northern,May-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,May-09,Juvenile,Female,0,0,0,0,0,0,0,14,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,2,0,0,0,0,4,1,19,1,18,0,0,0,0,0,0,0,0,5,1,4,0,0,31,8,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,1,0,8,0,3,0,5,0,2,0,2,0,0,0,25,201
Northern,May-09,Juvenile,Male,0,0,0,0,0,0,0,15,1,4,3,7,3,0,3,3,1,2,0,0,0,0,0,0,21,39,5,5,0,3,31,0,29,4,45,0,15,23,7,2,0,0,0,2,0,11,3,4,4,0,130,15,0,7,0,0,8,0,0,0,0,0,0,0,0,0,1,0,3,9,5,0,0,0,4,1,21,0,11,0,10,0,11,1,10,0,0,1,66,609
Northern,May-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jun-09,Adult,Female,0,0,0,0,0,0,0,22,1,13,0,8,0,0,0,0,0,0,7,0,0,0,7,0,29,2,0,0,0,1,1,0,8,0,32,1,28,0,3,13,0,0,4,1,8,2,1,0,1,0,57,66,1,32,4,3,26,0,0,0,0,0,0,0,0,0,50,0,18,3,3,0,0,0,3,0,82,1,25,1,55,1,56,1,49,6,0,1,280,1017
Northern,Jun-09,Adult,Male,0,1,1,0,0,0,0,66,3,28,6,29,10,2,8,2,1,1,10,2,0,2,6,0,89,25,14,12,2,4,7,0,29,10,51,3,17,16,15,14,0,0,1,0,13,16,3,4,9,0,145,200,3,99,9,4,85,0,0,0,0,0,0,0,0,0,75,0,84,8,24,1,6,0,10,7,275,4,101,0,170,5,208,5,164,39,0,7,886,3156
Northern,Jun-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jun-09,Juvenile,Female,0,0,0,0,0,0,0,8,0,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,9,4,1,1,0,1,2,0,14,2,24,2,19,1,2,1,0,0,0,0,1,4,0,1,3,0,49,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,17,0,5,0,12,0,1,0,1,0,0,3,29,238
Northern,Jun-09,Juvenile,Male,0,0,0,0,0,0,0,15,1,5,2,7,4,0,4,1,0,1,2,0,0,0,2,0,22,46,12,12,0,12,22,3,20,14,58,0,13,26,19,0,0,0,0,0,0,11,2,6,3,0,152,35,0,14,1,1,19,0,0,0,0,0,0,0,0,0,2,0,4,9,6,0,0,0,6,0,26,0,14,1,11,0,8,1,7,0,0,5,95,762
Northern,Jun-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jul-09,Adult,Female,0,0,0,0,0,0,0,24,2,10,2,10,0,0,0,0,0,0,10,0,0,0,10,0,34,0,0,0,0,0,0,0,16,0,20,0,16,2,2,2,0,0,1,0,1,2,1,1,0,0,40,51,0,24,2,0,25,4,2,0,1,0,0,0,0,1,76,0,16,2,0,0,0,0,0,0,85,1,30,0,54,0,53,1,42,10,0,0,287,973
Northern,Jul-09,Adult,Male,0,1,0,0,0,0,1,76,6,41,2,27,10,5,5,1,0,1,2,1,0,0,1,0,90,49,20,18,2,10,19,0,49,22,54,1,17,20,16,40,0,2,29,0,9,9,1,2,6,0,223,201,3,91,7,7,93,1,0,0,1,0,0,0,0,0,171,0,88,12,17,3,1,0,9,4,376,16,99,3,258,5,238,7,186,45,0,14,1123,3967
Northern,Jul-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Jul-09,Juvenile,Female,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,6,7,3,3,0,0,4,0,5,4,30,0,26,1,3,1,0,0,0,0,1,0,0,0,0,0,47,11,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,1,2,0,0,0,0,0,0,0,21,213
Northern,Jul-09,Juvenile,Male,0,0,0,0,0,0,0,23,0,6,3,14,2,0,2,1,1,0,0,0,0,0,0,0,26,43,19,19,0,1,23,0,33,9,77,4,48,12,13,0,0,0,0,0,0,3,1,1,1,0,165,18,0,5,0,1,12,0,0,0,0,0,0,0,0,0,4,0,5,6,3,0,0,0,3,0,36,1,20,1,14,0,6,0,5,1,0,0,78,769
Northern,Jul-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Aug-09,Adult,Female,0,0,0,0,0,0,0,23,3,9,1,10,0,0,0,0,0,0,7,0,0,0,7,0,30,1,1,1,0,0,0,0,10,2,31,1,18,2,10,16,0,0,0,0,16,3,0,1,2,0,63,44,0,20,1,2,21,1,0,0,0,0,0,0,0,1,70,0,8,36,2,1,0,0,1,0,110,3,28,2,77,2,52,0,40,12,0,1,326,1129
Northern,Aug-09,Adult,Male,2,0,0,0,0,0,0,66,0,34,9,23,10,2,8,2,1,1,9,0,0,2,7,0,89,38,20,14,6,3,15,0,42,12,54,2,21,13,18,25,0,0,9,0,16,18,4,3,10,1,189,170,0,77,6,6,81,1,0,1,0,0,0,0,0,0,179,0,85,68,19,0,4,0,12,3,385,7,96,6,276,6,239,9,176,54,0,10,1162,3936
Northern,Aug-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Aug-09,Juvenile,Female,0,0,0,0,0,0,0,9,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,1,0,0,3,0,4,2,19,0,16,0,3,5,0,0,3,0,2,2,0,1,1,0,36,6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,22,0,7,0,15,0,2,0,2,0,0,0,35,230
Northern,Aug-09,Juvenile,Male,0,0,0,0,0,0,0,13,1,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,13,44,24,24,0,4,16,0,31,14,153,2,16,122,13,3,0,0,0,0,3,20,4,5,11,0,265,26,0,10,2,0,14,0,0,0,0,0,0,0,0,0,5,0,0,12,7,0,0,0,6,1,21,0,11,0,10,0,5,1,3,1,0,2,78,1028
Northern,Aug-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Northern,Sep-09,Adult,Female,0,0,0,0,0,0,0,20,2,5,1,12,0,0,0,1,0,1,8,0,0,0,8,0,29,3,3,3,0,0,0,0,9,4,18,1,11,1,5,4,0,0,0,0,4,2,0,0,2,0,40,40,1,18,4,3,14,0,0,0,0,0,0,0,0,0,70,0,15,6,1,0,0,0,1,0,93,1,26,2,64,0,46,0,31,15,0,1,272,921
Northern,Sep-09,Adult,Male,0,0,0,0,0,0,0,84,3,42,13,26,20,8,12,2,0,2,12,1,0,1,10,0,118,34,7,7,0,2,25,0,44,11,62,0,23,24,15,15,0,1,3,0,11,10,2,2,6,0,176,129,1,58,7,5,58,0,0,0,0,0,0,0,0,0,157,0,80,12,15,0,1,2,9,3,295,6,87,3,199,3,204,9,147,48,0,2,897,3271
Northern,Sep-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Sep-09,Juvenile,Female,0,0,0,0,0,0,0,8,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,9,20,2,2,0,4,14,1,9,1,38,0,33,1,4,5,0,0,0,0,5,6,3,3,0,0,80,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,15,0,3,0,12,0,1,1,0,0,0,3,31,340
Northern,Sep-09,Juvenile,Male,0,0,0,0,0,0,0,9,0,3,0,6,1,1,0,2,2,0,1,0,0,0,1,0,13,42,12,12,0,9,21,2,27,8,82,4,24,40,14,13,0,0,0,1,12,20,1,2,17,0,194,14,0,3,0,1,10,0,0,0,0,0,0,0,0,0,4,0,2,8,2,0,0,0,2,0,28,0,13,2,13,0,4,2,1,1,0,3,65,774
Northern,Sep-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Oct-09,Adult,Female,0,0,0,0,0,0,0,24,4,8,4,8,0,0,0,0,0,0,3,0,0,1,2,0,27,1,1,1,0,0,0,0,6,1,19,0,14,0,5,5,1,0,0,0,4,4,1,1,2,0,36,44,0,16,2,1,25,0,0,0,0,0,0,0,0,0,75,0,17,3,2,0,0,0,2,0,96,1,21,4,70,0,76,2,56,18,0,2,315,1031
Northern,Oct-09,Adult,Male,0,0,0,0,0,0,0,87,10,33,16,28,9,2,7,2,2,0,7,0,0,2,5,0,105,25,9,7,2,3,13,0,30,5,40,3,23,4,10,14,0,0,4,1,9,10,0,1,9,0,124,119,1,58,4,7,49,0,0,0,0,0,0,0,0,0,187,0,108,9,13,0,2,0,9,2,300,3,88,4,205,9,246,4,183,59,0,5,996,3331
Northern,Oct-09,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
Northern,Oct-09,Juvenile,Female,0,0,0,0,0,0,0,14,1,6,0,7,1,0,1,0,0,0,1,0,0,0,1,0,16,1,1,1,0,0,0,0,2,1,14,1,13,0,0,3,0,0,0,0,3,3,3,0,0,0,24,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,10,0,5,0,5,0,2,0,2,0,0,1,24,184
Northern,Oct-09,Juvenile,Male,0,0,0,0,0,0,0,25,1,9,6,9,3,0,3,0,0,0,0,0,0,0,0,0,28,22,12,12,0,0,10,0,29,16,52,5,24,12,11,2,0,0,0,1,1,3,3,0,0,0,124,14,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,1,10,5,0,0,0,5,0,30,0,16,0,14,0,5,0,4,1,0,1,70,617
Northern,Oct-09,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Nov-09,Adult,Female,1,0,0,0,0,0,0,27,3,13,1,10,1,0,1,0,0,0,4,0,0,0,4,0,33,3,3,1,2,0,0,0,8,1,36,0,29,1,6,8,0,0,4,0,4,1,0,0,1,0,57,29,0,10,1,1,17,0,0,0,0,0,0,0,0,0,70,0,13,2,1,1,0,0,0,0,120,0,25,3,92,0,69,1,53,15,0,0,304,1090
Northern,Nov-09,Adult,Male,0,0,0,0,0,0,0,84,10,41,4,29,11,2,9,1,0,1,6,0,0,1,5,0,102,34,13,9,4,6,15,1,35,14,56,2,21,14,19,24,0,0,13,0,11,12,4,3,5,0,176,121,0,56,4,7,54,0,0,0,0,0,0,0,0,0,136,0,77,14,16,1,2,0,10,3,320,5,102,5,208,5,230,3,168,59,0,10,929,3342
