Collection year,Semester,Region,Year Level,Indigenous status,SDA type,Reason description,SDA count
2018,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,1
2018,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2018,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,2
2018,Semester 2,Far North Queensland,Year 7,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Absences,4
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,33
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,28
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,11
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,54
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,9
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Property Misconduct involving other's property,8
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Refusal to participate in the program of instruction,17
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving tobacco,5
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving other legal substances,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,57
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,5
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,7
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,3
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Property Misconduct involving other's property,2
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,3
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,2
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Adults not involving an object,2
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,2
2018,Semester 2,Far North Queensland,Year 8,Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Absences,6
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,30
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,18
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,5
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,45
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving own property,4
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,12
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,10
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,5
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,7
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,6
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,46
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,7
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,2
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,7
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Substance Misconduct involving other legal substances,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,7
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 8,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,4
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Absences,12
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,17
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,27
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,4
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,45
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Property Misconduct involving other's property,11
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Refusal to participate in the program of instruction,19
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Substance Misconduct involving tobacco,7
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,7
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,38
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,4
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,2
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,4
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Students,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,4
2018,Semester 2,Far North Queensland,Year 9,Indigenous,Exclusion,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Absences,20
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,21
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,30
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,9
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,2
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,28
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,7
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,15
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,2
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,4
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,31
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,8
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,7
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults involving an object,2
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,4
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,4
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Substance Misconduct involving an illicit substance,3
2018,Semester 2,Far North Queensland,Year 9,Non-Indigenous,Exclusion,Verbal or Non Verbal Misconduct involving Adults,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Absences,7
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,18
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,6
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,3
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,22
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Property Misconduct involving other's property,8
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Refusal to participate in the program of instruction,34
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Substance Misconduct involving tobacco,4
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,26
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,2
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,5
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,4
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Long Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Exclusion,Physical Misconduct involving Adults involving an object,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,3
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Exclusion,Substance Misconduct involving an illicit substance,1
2018,Semester 2,Far North Queensland,Year 10,Indigenous,Cancellation,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Absences,7
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,8
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,9
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,4
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,24
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Property Misconduct involving own property,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,8
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,27
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,6
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Other conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,2
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Long Suspension,Substance Misconduct involving an illicit substance,2
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Physical Misconduct involving Students not involving an object,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Exclusion,Property Misconduct involving other's property,1
2018,Semester 2,Far North Queensland,Year 10,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Absences,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,5
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,4
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Property Misconduct involving other's property,2
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Refusal to participate in the program of instruction,2
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,5
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,5
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Students not involving an object,4
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Long Suspension,Physical Misconduct involving Students involving an object,1
2018,Semester 2,Far North Queensland,Year 11,Indigenous,Cancellation,Refusal to participate in the program of instruction,19
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,13
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,12
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,6
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving tobacco,9
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,6
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Long Suspension,Property Misconduct involving other's property,1
2018,Semester 2,Far North Queensland,Year 11,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,12
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,5
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Property Misconduct involving other's property,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving tobacco,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Substance Misconduct involving an illicit substance,2
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Long Suspension,Other Serious conduct prejudicial to the good order and management of the school,1
2018,Semester 2,Far North Queensland,Year 12,Indigenous,Cancellation,Refusal to participate in the program of instruction,8
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Absences,1
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,2
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,11
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,4
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,4
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,5
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Substance Misconduct involving other legal substances,2
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,12
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Students,1
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Long Suspension,Persistently disruptive behaviour adversely affecting others,1
2018,Semester 2,Far North Queensland,Year 12,Non-Indigenous,Cancellation,Refusal to participate in the program of instruction,12
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,2
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,3
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,1
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,1
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,2
2019,Semester 1,Far North Queensland,Prep Year,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2019,Semester 1,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,5
2019,Semester 1,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2019,Semester 1,Far North Queensland,Prep Year,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,1
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,3
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,2
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,2
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,6
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,4
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,23
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,3
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Property Misconduct involving other's property,4
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Refusal to participate in the program of instruction,1
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Long Suspension,Property Misconduct involving other's property,1
2019,Semester 1,Far North Queensland,Year 1,Indigenous,Exclusion,Other Serious conduct prejudicial to the good order and management of the school,1
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,2
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,3
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,2
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,4
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,2
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Property Misconduct involving other's property,1
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Refusal to participate in the program of instruction,4
2019,Semester 1,Far North Queensland,Year 1,Non-Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,2
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,5
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,4
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Other Serious conduct prejudicial to the good order and management of the school,3
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults not involving an object,14
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Adults involving an object,9
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students not involving an object,31
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Physical Misconduct involving Students involving an object,7
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Property Misconduct involving other's property,11
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Refusal to participate in the program of instruction,3
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Short Suspension,Verbal or Non Verbal Misconduct involving Adults,12
2019,Semester 1,Far North Queensland,Year 2,Indigenous,Long Suspension,Physical Misconduct involving Adults not involving an object,1
2019,Semester 1,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Persistently disruptive behaviour adversely affecting others,7
2019,Semester 1,Far North Queensland,Year 2,Non-Indigenous,Short Suspension,Other conduct prejudicial to the good order and management of the school,2
